customer_id,tenure_months,monthly_charges,contract_type,payment_method,num_complaints,churn
C000564,39,35.08,month-to-month,electronic-check,0,1
C000565,51,29.02,month-to-month,bank-transfer,0,0
C000566,43,117.97,two-year,credit-card,0,0
C000567,2,23.79,month-to-month,electronic-check,0,0
C000568,14,92.85,two-year,credit-card,5,0
C000569,15,32.05,one-year,bank-transfer,4,1
C000570,23,42.39,two-year,electronic-check,0,0
C000571,15,72.99,two-year,bank-transfer,3,0
C000572,28,105.32,month-to-month,credit-card,1,1
C000573,2,46.46,one-year,credit-card,3,0
C000574,53,98.95,month-to-month,bank-transfer,0,0
C000575,59,74.4,one-year,electronic-check,0,0
C000576,35,59.93,one-year,bank-transfer,0,0
C000577,50,96.1,one-year,bank-transfer,1,0
C000578,65,112.63,two-year,bank-transfer,0,1
C000579,31,102.56,two-year,electronic-check,0,0
C000580,7,60.58,two-year,electronic-check,0,0
C000581,41,65.55,two-year,electronic-check,0,0
C000582,61,71.01,two-year,electronic-check,0,0
C000583,49,55.52,one-year,credit-card,0,0
C000584,42,27.2,two-year,electronic-check,0,0
C000585,34,110.87,two-year,bank-transfer,2,0
C000586,62,77.07,one-year,credit-card,0,0
C000587,27,72.75,two-year,bank-transfer,0,0
C000588,59,37.77,month-to-month,electronic-check,2,1
C000589,47,103.21,month-to-month,bank-transfer,0,1
C000590,49,30.28,month-to-month,bank-transfer,0,0
C000591,58,86.22,two-year,bank-transfer,0,0
C000592,58,83.46,one-year,electronic-check,1,0
C000593,17,56.69,two-year,electronic-check,0,0
C000594,44,100.16,two-year,bank-transfer,0,0
C000595,34,25.77,month-to-month,credit-card,0,1
C000596,42,45.56,two-year,bank-transfer,1,0
C000597,64,105.89,month-to-month,credit-card,0,0
C000598,48,112.05,one-year,electronic-check,0,0
C000599,38,116.98,one-year,bank-transfer,0,1
C000600,50,104.97,one-year,credit-card,2,0
C000601,48,26.34,month-to-month,credit-card,0,0
C000602,58,57.94,month-to-month,electronic-check,0,1
C000603,4,30.78,two-year,electronic-check,0,0
C000604,56,61.49,one-year,bank-transfer,0,0
C000605,63,33.53,month-to-month,credit-card,0,1
C000606,70,24.06,two-year,electronic-check,0,0
C000607,59,31.81,one-year,credit-card,1,0
C000608,14,69.69,two-year,credit-card,0,0
C000609,26,91.11,month-to-month,bank-transfer,2,0
C000610,54,104.36,two-year,credit-card,5,0
C000611,19,52.05,month-to-month,credit-card,0,0
C000612,69,47.47,month-to-month,bank-transfer,0,1
C000613,39,75.57,one-year,electronic-check,2,0
C000614,39,44.85,two-year,bank-transfer,1,0
C000615,26,33.18,two-year,credit-card,0,0
C000616,63,90.99,one-year,credit-card,0,0
C000617,72,86.39,one-year,electronic-check,0,0
C000618,42,23.53,two-year,credit-card,1,0
C000619,27,100.25,one-year,electronic-check,0,0
C000620,57,40.39,one-year,credit-card,0,0
C000621,16,24.9,one-year,credit-card,1,0
C000622,72,93.72,one-year,credit-card,0,0
C000623,38,100.19,two-year,electronic-check,1,0
C000624,27,71.62,month-to-month,bank-transfer,0,0
C000625,54,42.38,month-to-month,bank-transfer,1,0
C000626,20,106.82,one-year,electronic-check,0,0
C000627,38,95.82,month-to-month,electronic-check,1,0
C000628,20,50.96,two-year,bank-transfer,0,0
C000629,30,59.15,month-to-month,credit-card,0,1
C000630,29,85.48,month-to-month,electronic-check,0,0
C000631,24,62.99,one-year,electronic-check,0,1
C000632,16,85.75,month-to-month,credit-card,5,0
C000633,38,68.99,two-year,credit-card,1,0
C000634,12,40.05,one-year,bank-transfer,2,0
C000635,12,40.13,two-year,bank-transfer,0,0
C000636,39,23.24,month-to-month,electronic-check,0,0
C000637,20,85.65,month-to-month,credit-card,0,1
C000638,32,52.96,one-year,bank-transfer,0,0
C000639,72,65.5,one-year,electronic-check,0,0
C000640,60,23.59,month-to-month,credit-card,0,0
C000641,17,61.53,month-to-month,bank-transfer,0,1
C000642,21,55.94,two-year,electronic-check,3,0
C000643,62,50.34,one-year,bank-transfer,0,1
C000644,64,47.05,month-to-month,electronic-check,0,1
C000645,69,24.21,one-year,bank-transfer,0,0
C000646,72,40.35,month-to-month,credit-card,2,1
C000647,65,43.96,two-year,credit-card,0,0
C000648,27,88.9,month-to-month,credit-card,0,0
C000649,34,119.82,month-to-month,bank-transfer,0,1
C000650,16,28.43,two-year,electronic-check,0,0
C000651,66,91.08,month-to-month,credit-card,1,0
C000652,13,24.12,month-to-month,electronic-check,1,0
C000653,44,28.4,month-to-month,bank-transfer,0,0
C000654,53,98.66,month-to-month,credit-card,0,1
C000655,66,87.88,month-to-month,credit-card,1,1
C000656,29,88.6,month-to-month,electronic-check,4,1
C000657,62,23.77,month-to-month,electronic-check,1,0
C000658,9,39.9,month-to-month,electronic-check,0,0
C000659,12,85.09,one-year,bank-transfer,0,0
C000660,64,33.49,one-year,electronic-check,3,0
C000661,22,63.53,month-to-month,electronic-check,1,0
C000662,69,85.52,two-year,electronic-check,0,0
C000663,30,44.01,one-year,electronic-check,0,0
C000664,7,59.2,month-to-month,bank-transfer,1,0
C000665,44,102.58,two-year,bank-transfer,3,0
C000666,44,86.33,month-to-month,bank-transfer,1,0
C000667,3,115.1,month-to-month,bank-transfer,0,1
C000668,19,53.54,two-year,credit-card,0,0
C000669,5,49.21,one-year,credit-card,5,0
C000670,57,60.74,month-to-month,electronic-check,1,0
C000671,6,57.56,month-to-month,credit-card,0,1
C000672,47,36.74,one-year,bank-transfer,2,0
C000673,51,50.86,two-year,bank-transfer,3,0
C000674,25,105.67,two-year,credit-card,0,0
C000675,23,30.37,month-to-month,credit-card,0,1
C000676,46,87.62,two-year,electronic-check,1,0
C000677,18,112.86,two-year,bank-transfer,0,0
C000678,43,64.41,month-to-month,bank-transfer,0,0
C000679,49,113.78,two-year,electronic-check,0,0
C000680,47,89.16,two-year,credit-card,0,0
C000681,49,64.77,two-year,electronic-check,2,0
C000682,59,23.51,two-year,bank-transfer,0,0
C000683,35,34.45,month-to-month,electronic-check,2,0
C000684,51,37.36,two-year,electronic-check,0,1
C000685,31,49.12,one-year,electronic-check,0,0
C000686,11,100.49,two-year,electronic-check,0,0
C000687,47,89.09,one-year,bank-transfer,0,0
C000688,7,99.37,two-year,bank-transfer,2,0
C000689,8,36.21,month-to-month,electronic-check,0,0
C000690,7,78.73,two-year,bank-transfer,1,0
C000691,24,47.23,one-year,bank-transfer,0,0
C000692,52,30.84,one-year,bank-transfer,0,0
C000693,61,46.68,one-year,credit-card,2,0
C000694,53,83.71,two-year,bank-transfer,0,0
C000695,61,86.14,one-year,electronic-check,0,0
C000696,47,91.73,month-to-month,bank-transfer,0,1
C000697,16,45.97,one-year,credit-card,0,0
C000698,46,80.21,two-year,bank-transfer,0,0
C000699,71,29.64,month-to-month,electronic-check,0,0
C000700,15,113.0,one-year,credit-card,0,0
C000701,16,97.46,two-year,bank-transfer,1,0
C000702,52,59.26,two-year,bank-transfer,0,0
C000703,19,73.18,month-to-month,electronic-check,0,0
C000704,44,88.19,one-year,bank-transfer,0,1
C000705,31,77.78,month-to-month,bank-transfer,0,0
C000706,17,35.12,two-year,electronic-check,1,0
C000707,37,109.88,month-to-month,electronic-check,3,0
C000708,37,33.13,two-year,electronic-check,2,0
C000709,36,91.2,one-year,electronic-check,0,0
C000710,28,110.39,two-year,bank-transfer,0,0
C000711,11,55.97,two-year,electronic-check,0,0
C000712,42,41.84,month-to-month,bank-transfer,0,0
C000713,65,25.91,month-to-month,bank-transfer,0,1
C000714,6,73.79,two-year,bank-transfer,0,0
C000715,44,116.47,month-to-month,electronic-check,0,1
C000716,27,48.17,month-to-month,electronic-check,0,0
C000717,23,22.84,month-to-month,electronic-check,0,1
C000718,36,92.45,one-year,electronic-check,0,1
C000719,53,42.63,one-year,credit-card,1,0
C000720,33,27.14,two-year,bank-transfer,0,0
C000721,59,39.07,one-year,electronic-check,0,0
C000722,25,27.65,one-year,electronic-check,0,0
C000723,26,97.33,month-to-month,credit-card,0,0
C000724,38,94.77,two-year,credit-card,2,0
C000725,3,26.27,two-year,credit-card,0,0
C000726,69,46.38,two-year,bank-transfer,0,0
C000727,46,50.57,two-year,credit-card,1,0
C000728,4,100.45,two-year,bank-transfer,1,0
C000729,20,56.39,one-year,bank-transfer,0,1
C000730,41,67.62,month-to-month,credit-card,1,0
C000731,66,58.89,two-year,bank-transfer,0,0
C000732,25,91.02,month-to-month,electronic-check,0,0
C000733,21,101.19,two-year,bank-transfer,0,0
C000734,69,57.89,month-to-month,credit-card,1,1
C000735,6,40.4,month-to-month,electronic-check,0,0
C000736,44,82.46,month-to-month,bank-transfer,0,0
C000737,1,44.34,two-year,bank-transfer,0,0
C000738,17,114.48,month-to-month,bank-transfer,0,1
C000739,57,96.17,two-year,electronic-check,1,0
C000740,22,60.02,month-to-month,electronic-check,2,0
C000741,61,89.2,month-to-month,bank-transfer,0,0
C000742,49,26.27,month-to-month,credit-card,1,0
C000743,29,83.39,month-to-month,electronic-check,0,1
C000744,26,100.27,month-to-month,credit-card,0,1
C000745,29,97.53,one-year,credit-card,3,0
C000746,53,46.3,two-year,credit-card,0,0
C000747,14,95.95,one-year,electronic-check,0,0
C000748,21,81.59,month-to-month,bank-transfer,0,0
C000749,1,27.21,one-year,credit-card,0,0
C000750,69,27.76,month-to-month,credit-card,0,0
C000751,51,87.07,two-year,electronic-check,1,0
C000752,65,101.16,month-to-month,bank-transfer,0,1
C000753,27,87.17,two-year,credit-card,0,0
C000754,46,87.77,month-to-month,credit-card,1,0
C000755,36,50.27,month-to-month,bank-transfer,0,1
C000756,43,96.88,two-year,credit-card,0,0
C000757,28,72.01,month-to-month,bank-transfer,4,1
C000758,27,111.64,two-year,electronic-check,1,0
C000759,8,91.67,month-to-month,credit-card,0,0
C000760,56,100.11,month-to-month,credit-card,0,0
C000761,18,45.26,one-year,bank-transfer,1,0
C000762,13,36.21,month-to-month,credit-card,4,1
C000763,61,96.23,two-year,bank-transfer,0,0
C000764,69,22.09,month-to-month,credit-card,0,1
C000765,43,20.17,one-year,credit-card,2,0
C000766,14,23.54,month-to-month,bank-transfer,0,0
C000767,69,32.19,one-year,bank-transfer,0,0
C000768,69,44.5,two-year,bank-transfer,3,0
C000769,12,84.78,two-year,credit-card,0,0
C000770,56,91.58,month-to-month,credit-card,0,0
C000771,37,95.31,two-year,credit-card,0,0
C000772,27,84.11,month-to-month,electronic-check,3,1
C000773,19,85.61,two-year,electronic-check,0,0
C000774,9,92.96,one-year,electronic-check,0,0
C000775,72,31.29,one-year,bank-transfer,0,1
C000776,36,112.07,two-year,bank-transfer,0,0
C000777,51,60.89,month-to-month,electronic-check,0,1
C000778,59,54.23,two-year,credit-card,0,0
C000779,27,100.29,month-to-month,electronic-check,0,1
C000780,25,27.26,two-year,credit-card,0,1
C000781,40,86.12,two-year,credit-card,0,0
C000782,8,58.3,one-year,electronic-check,0,1
C000783,9,49.59,two-year,bank-transfer,2,0
C000784,46,56.36,month-to-month,electronic-check,0,0
C000785,33,57.05,one-year,credit-card,0,0
C000786,22,48.53,month-to-month,bank-transfer,3,0
C000787,25,108.66,month-to-month,bank-transfer,2,1
C000788,61,46.29,month-to-month,credit-card,0,0
C000789,48,43.48,two-year,credit-card,0,0
C000790,59,75.53,one-year,bank-transfer,0,1
C000791,23,110.98,month-to-month,bank-transfer,0,0
C000792,35,56.11,month-to-month,bank-transfer,0,1
C000793,10,70.93,one-year,bank-transfer,1,0
C000794,49,31.0,two-year,bank-transfer,0,0
C000795,66,106.47,month-to-month,credit-card,0,0
C000796,59,98.51,one-year,credit-card,0,0
C000797,13,40.53,one-year,electronic-check,1,0
C000798,61,68.16,month-to-month,credit-card,0,1
C000799,66,110.27,two-year,electronic-check,0,0
C000800,30,97.26,two-year,electronic-check,0,1
C000801,50,100.36,two-year,bank-transfer,1,0
C000802,24,89.98,one-year,credit-card,0,0
C000803,28,105.01,two-year,bank-transfer,0,0
C000804,39,94.89,month-to-month,electronic-check,0,0
C000805,22,21.26,month-to-month,bank-transfer,0,1
C000806,63,87.26,one-year,credit-card,0,0
C000807,61,40.19,month-to-month,bank-transfer,0,1
C000808,23,54.32,one-year,electronic-check,1,1
C000809,21,43.84,two-year,credit-card,0,0
C000810,61,76.19,one-year,electronic-check,0,0
C000811,16,47.39,one-year,bank-transfer,0,0
C000812,18,78.14,month-to-month,credit-card,0,0
C000813,58,99.0,one-year,bank-transfer,2,0
C000814,20,115.69,two-year,bank-transfer,3,0
C000815,7,63.56,two-year,credit-card,3,0
C000816,23,107.05,one-year,bank-transfer,0,1
C000817,66,78.31,one-year,bank-transfer,0,0
C000818,48,109.88,two-year,electronic-check,0,0
C000819,33,77.03,month-to-month,credit-card,2,0
C000820,53,56.63,one-year,electronic-check,0,0
C000821,8,82.43,month-to-month,bank-transfer,0,0
C000822,2,64.49,one-year,bank-transfer,0,0
C000823,24,66.55,two-year,bank-transfer,1,0
C000824,12,115.79,month-to-month,credit-card,0,0
C000825,30,57.08,one-year,electronic-check,0,0
C000826,47,32.76,two-year,credit-card,0,0
C000827,66,33.6,one-year,bank-transfer,0,1
C000828,59,114.24,two-year,electronic-check,0,0
C000829,56,51.45,one-year,bank-transfer,0,0
C000830,21,59.4,two-year,credit-card,3,0
C000831,27,83.46,one-year,electronic-check,0,0
C000832,39,84.87,month-to-month,credit-card,1,1
C000833,6,39.83,two-year,credit-card,0,0
C000834,35,22.91,one-year,credit-card,1,0
C000835,1,37.36,month-to-month,credit-card,0,0
C000836,31,21.93,two-year,credit-card,0,0
C000837,20,66.99,month-to-month,credit-card,0,0
C000838,62,107.48,one-year,bank-transfer,0,0
C000839,34,29.14,month-to-month,electronic-check,0,1
C000840,43,54.17,one-year,bank-transfer,0,1
C000841,72,100.52,two-year,credit-card,1,0
C000842,3,42.94,one-year,credit-card,1,0
C000843,20,39.13,month-to-month,electronic-check,0,1
C000844,30,82.24,one-year,electronic-check,0,0
C000845,25,113.36,one-year,credit-card,0,1
C000846,34,70.13,two-year,electronic-check,0,0
C000847,30,92.44,two-year,credit-card,0,0
C000848,59,81.47,month-to-month,credit-card,0,0
C000849,34,33.12,one-year,credit-card,0,0
C000850,40,59.65,one-year,electronic-check,1,0
C000851,41,28.91,month-to-month,credit-card,0,0
C000852,32,66.18,month-to-month,credit-card,0,1
C000853,47,88.58,two-year,bank-transfer,0,0
C000854,9,82.37,month-to-month,bank-transfer,0,1
C000855,66,42.19,one-year,bank-transfer,2,0
C000856,48,73.5,two-year,electronic-check,3,0
C000857,59,28.79,two-year,bank-transfer,0,0
C000858,60,88.41,two-year,credit-card,0,0
C000859,44,63.74,month-to-month,credit-card,0,0
C000860,7,23.19,two-year,electronic-check,0,0
C000861,41,36.4,month-to-month,electronic-check,0,0
C000862,23,58.69,one-year,bank-transfer,1,0
C000863,32,65.81,one-year,electronic-check,0,1
C000864,50,67.28,one-year,credit-card,0,0
C000865,51,91.6,one-year,electronic-check,1,0
C000866,63,30.7,two-year,electronic-check,0,0
C000867,66,66.92,month-to-month,electronic-check,0,1
C000868,23,92.94,two-year,bank-transfer,0,0
C000869,1,106.31,two-year,electronic-check,0,0
C000870,5,115.2,one-year,bank-transfer,0,0
C000871,35,114.96,one-year,bank-transfer,0,0
C000872,37,31.02,one-year,credit-card,0,0
C000873,32,101.7,two-year,electronic-check,1,0
C000874,20,101.3,two-year,bank-transfer,0,0
C000875,40,33.36,one-year,electronic-check,1,0
C000876,45,109.59,two-year,credit-card,1,0
C000877,70,85.25,month-to-month,credit-card,1,0
C000878,44,67.02,two-year,bank-transfer,1,0
C000879,47,44.93,month-to-month,credit-card,0,0
C000880,4,42.71,month-to-month,credit-card,0,0
C000881,26,105.99,one-year,electronic-check,0,0
C000882,40,83.86,one-year,electronic-check,0,0
C000883,40,93.91,one-year,bank-transfer,0,0
C000884,67,26.84,month-to-month,bank-transfer,0,0
C000885,27,56.24,two-year,bank-transfer,2,0
C000886,16,85.48,two-year,electronic-check,0,0
C000887,4,91.75,two-year,bank-transfer,5,0
C000888,66,98.89,month-to-month,bank-transfer,0,0
C000889,8,41.9,two-year,electronic-check,0,0
C000890,10,112.98,one-year,credit-card,0,0
C000891,24,69.13,one-year,electronic-check,0,0
C000892,49,120.0,month-to-month,electronic-check,2,0
C000893,71,107.9,month-to-month,credit-card,2,1
C000894,8,40.74,one-year,credit-card,2,1
C000895,28,71.08,two-year,credit-card,0,0
C000896,57,100.34,month-to-month,bank-transfer,0,1
C000897,36,43.38,two-year,credit-card,0,0
C000898,1,100.27,one-year,electronic-check,0,1
C000899,30,71.67,month-to-month,credit-card,0,0
C000900,26,117.6,month-to-month,electronic-check,1,0
C000901,28,47.25,two-year,bank-transfer,2,0
C000902,1,64.26,month-to-month,credit-card,2,0
C000903,19,51.99,two-year,credit-card,0,0
C000904,32,119.65,two-year,credit-card,0,0
C000905,56,50.32,one-year,credit-card,0,0
C000906,25,78.97,one-year,credit-card,0,1
C000907,57,96.87,month-to-month,electronic-check,0,1
C000908,26,67.18,one-year,electronic-check,0,0
C000909,46,90.13,month-to-month,credit-card,0,1
C000910,43,55.2,one-year,electronic-check,1,0
C000911,71,20.64,two-year,electronic-check,0,0
C000912,52,115.21,two-year,electronic-check,0,0
C000913,1,114.93,two-year,credit-card,0,0
C000914,42,79.0,two-year,electronic-check,0,0
C000915,52,85.09,month-to-month,bank-transfer,0,0
C000916,62,64.08,month-to-month,bank-transfer,0,0
C000917,69,99.17,month-to-month,bank-transfer,0,1
C000918,33,58.71,one-year,electronic-check,0,1
C000919,50,26.72,one-year,electronic-check,0,1
C000920,37,102.14,one-year,credit-card,3,0
C000921,25,40.97,one-year,electronic-check,1,1
C000922,29,25.76,month-to-month,bank-transfer,0,1
C000923,14,114.69,two-year,electronic-check,0,0
C000924,20,63.4,month-to-month,credit-card,0,0
C000925,50,62.22,one-year,electronic-check,2,0
C000926,39,23.81,month-to-month,credit-card,0,0
C000927,22,31.23,month-to-month,credit-card,0,1
C000928,26,56.06,month-to-month,bank-transfer,0,0
C000929,30,68.31,one-year,credit-card,5,0
C000930,22,37.99,two-year,credit-card,1,0
C000931,8,64.55,two-year,electronic-check,0,0
C000932,71,99.09,month-to-month,electronic-check,0,0
C000933,44,86.02,one-year,electronic-check,3,0
C000934,72,71.65,month-to-month,bank-transfer,0,0
C000935,1,70.03,one-year,electronic-check,0,0
C000936,47,61.41,month-to-month,electronic-check,0,0
C000937,53,53.38,one-year,bank-transfer,3,0
C000938,49,39.09,two-year,credit-card,1,0
C000939,42,51.83,two-year,electronic-check,0,0
C000940,70,68.87,two-year,bank-transfer,2,0
C000941,6,34.91,month-to-month,credit-card,0,0
C000942,55,90.5,one-year,credit-card,0,0
C000943,36,107.65,month-to-month,electronic-check,2,1
C000944,33,28.14,one-year,bank-transfer,0,0
C000945,39,41.45,month-to-month,electronic-check,0,1
C000946,66,114.31,one-year,electronic-check,0,0
C000947,36,65.62,two-year,bank-transfer,0,0
C000948,16,24.63,two-year,credit-card,1,0
C000949,70,93.69,one-year,credit-card,0,1
C000950,34,101.49,one-year,credit-card,0,0
C000951,5,41.54,month-to-month,electronic-check,0,1
C000952,38,54.32,two-year,electronic-check,0,0
C000953,16,84.51,month-to-month,electronic-check,0,0
C000954,29,67.39,month-to-month,credit-card,0,1
C000955,39,117.11,month-to-month,credit-card,0,1
C000956,57,41.22,two-year,bank-transfer,2,0
C000957,50,43.2,one-year,bank-transfer,0,0
C000958,34,36.05,two-year,electronic-check,0,0
C000959,22,111.49,one-year,bank-transfer,0,0
C000960,13,75.4,one-year,electronic-check,0,0
C000961,48,57.97,one-year,credit-card,4,0
C000962,37,116.68,month-to-month,bank-transfer,0,0
C000963,4,51.78,month-to-month,bank-transfer,0,1
C000964,48,76.3,one-year,electronic-check,0,0
C000965,26,74.32,one-year,electronic-check,0,0
C000966,25,50.03,one-year,electronic-check,0,0
C000967,2,40.96,two-year,credit-card,0,0
C000968,31,86.91,two-year,electronic-check,0,0
C000969,1,46.66,month-to-month,bank-transfer,0,0
C000970,2,71.52,one-year,bank-transfer,2,0
C000971,24,21.31,two-year,credit-card,4,0
C000972,16,46.75,month-to-month,electronic-check,0,1
C000973,50,60.51,one-year,electronic-check,0,0
C000974,55,31.05,two-year,electronic-check,2,0
C000975,47,107.08,two-year,credit-card,3,0
C000976,69,85.34,month-to-month,credit-card,0,0
C000977,46,111.91,one-year,bank-transfer,0,0
C000978,20,34.94,month-to-month,electronic-check,1,1
C000979,65,76.71,month-to-month,credit-card,0,1
C000980,2,92.75,one-year,credit-card,0,0
C000981,1,44.19,month-to-month,bank-transfer,0,0
C000982,50,62.94,month-to-month,bank-transfer,1,0
C000983,7,65.26,month-to-month,electronic-check,0,0
C000984,24,39.82,month-to-month,bank-transfer,0,0
C000985,44,84.88,one-year,bank-transfer,1,0
C000986,58,44.44,month-to-month,credit-card,0,0
C000987,14,90.62,one-year,bank-transfer,2,0
C000988,16,118.98,two-year,electronic-check,0,1
C000989,8,48.49,month-to-month,credit-card,0,0
C000990,25,71.06,month-to-month,credit-card,0,0
C000991,59,29.15,month-to-month,bank-transfer,0,1
C000992,13,39.84,month-to-month,credit-card,0,0
C000993,43,44.82,one-year,electronic-check,0,0
C000994,54,88.84,month-to-month,bank-transfer,0,1
C000995,70,39.19,month-to-month,bank-transfer,2,1
C000996,63,45.3,month-to-month,credit-card,0,1
C000997,58,49.19,one-year,electronic-check,1,0
C000998,9,68.37,one-year,credit-card,0,1
C000999,6,98.94,month-to-month,credit-card,0,0
C001000,29,78.3,one-year,electronic-check,0,0
C001001,47,60.66,month-to-month,bank-transfer,0,0
C001002,1,33.2,one-year,electronic-check,1,0
C001003,20,85.9,month-to-month,bank-transfer,1,0
C001004,12,87.15,month-to-month,credit-card,0,0
C001005,40,119.64,one-year,bank-transfer,1,1
C001006,57,116.93,two-year,electronic-check,1,0
C001007,40,71.87,two-year,bank-transfer,1,0
C001008,66,75.91,month-to-month,credit-card,0,1
C001009,65,22.24,two-year,bank-transfer,0,0
C001010,38,47.58,month-to-month,electronic-check,1,1
C001011,32,90.44,one-year,electronic-check,0,0
C001012,52,103.0,two-year,credit-card,1,0
C001013,28,92.93,one-year,bank-transfer,1,0
C001014,47,93.34,one-year,credit-card,1,0
C001015,33,83.52,one-year,electronic-check,0,0
C001016,47,60.96,two-year,bank-transfer,3,0
C001017,40,100.44,two-year,credit-card,0,0
C001018,24,68.77,one-year,bank-transfer,0,1
C001019,17,109.54,one-year,bank-transfer,2,1
C001020,20,51.4,one-year,electronic-check,0,0
C001021,8,112.21,month-to-month,credit-card,0,1
C001022,55,62.4,month-to-month,credit-card,1,0
C001023,15,110.28,one-year,bank-transfer,0,0
C001024,3,59.2,two-year,credit-card,0,0
C001025,15,96.12,month-to-month,bank-transfer,0,0
C001026,25,40.69,month-to-month,electronic-check,0,0
C001027,13,40.02,two-year,credit-card,0,0
C001028,42,32.13,two-year,electronic-check,0,0
C001029,12,71.0,two-year,credit-card,0,0
C001030,54,111.51,one-year,credit-card,2,0
C001031,52,44.04,month-to-month,bank-transfer,0,1
C001032,5,71.97,two-year,electronic-check,1,0
C001033,62,66.78,one-year,credit-card,0,0
C001034,23,97.79,one-year,bank-transfer,0,0
C001035,14,117.89,one-year,electronic-check,0,0
C001036,28,89.32,month-to-month,credit-card,0,1
C001037,1,63.26,month-to-month,electronic-check,0,1
C001038,48,118.18,two-year,credit-card,0,0
C001039,48,49.02,two-year,electronic-check,0,0
C001040,43,80.2,one-year,electronic-check,0,0
C001041,48,104.34,one-year,bank-transfer,0,0
C001042,18,52.84,two-year,credit-card,0,0
C001043,47,42.23,one-year,credit-card,0,1
C001044,69,64.63,two-year,bank-transfer,0,0
C001045,59,36.46,month-to-month,bank-transfer,1,0
C001046,29,108.74,month-to-month,bank-transfer,0,1
C001047,70,67.23,two-year,credit-card,0,1
C001048,24,45.87,month-to-month,electronic-check,0,0
C001049,22,85.87,two-year,bank-transfer,0,0
C001050,62,93.27,two-year,credit-card,0,0
C001051,26,74.62,one-year,electronic-check,1,0
C001052,57,94.3,two-year,bank-transfer,0,0
C001053,71,116.98,one-year,credit-card,0,0
C001054,5,79.19,month-to-month,electronic-check,4,1
C001055,9,37.72,two-year,electronic-check,0,0
C001056,57,28.69,two-year,electronic-check,0,0
C001057,26,51.4,month-to-month,electronic-check,0,0
C001058,48,26.61,month-to-month,credit-card,0,1
C001059,21,90.12,two-year,electronic-check,0,0
C001060,27,118.98,two-year,bank-transfer,0,0
C001061,1,101.07,one-year,electronic-check,0,0
C001062,71,68.4,one-year,electronic-check,2,1
C001063,70,66.4,month-to-month,bank-transfer,1,1
C001064,66,44.78,month-to-month,electronic-check,0,1
C001065,28,63.98,month-to-month,bank-transfer,0,1
C001066,4,82.42,one-year,electronic-check,1,0
C001067,27,35.99,two-year,bank-transfer,1,0
C001068,21,72.46,two-year,credit-card,0,0
C001069,65,40.96,month-to-month,credit-card,0,0
C001070,13,46.37,month-to-month,bank-transfer,0,1
C001071,28,51.57,one-year,credit-card,2,0
C001072,18,75.21,one-year,electronic-check,0,0
C001073,22,49.21,month-to-month,credit-card,1,0
C001074,60,63.67,two-year,electronic-check,1,0
C001075,13,35.61,one-year,credit-card,0,0
C001076,56,58.8,month-to-month,credit-card,0,1
C001077,25,36.13,two-year,electronic-check,0,0
C001078,63,103.68,one-year,credit-card,4,0
C001079,14,73.79,month-to-month,credit-card,2,1
C001080,30,113.95,one-year,credit-card,0,0
C001081,9,118.09,one-year,credit-card,0,1
C001082,13,25.99,month-to-month,electronic-check,2,1
C001083,27,28.41,month-to-month,bank-transfer,1,1
C001084,33,20.02,one-year,bank-transfer,0,0
C001085,53,31.41,month-to-month,credit-card,2,0
C001086,14,65.22,month-to-month,bank-transfer,1,1
C001087,5,51.34,month-to-month,bank-transfer,0,1
C001088,40,61.79,two-year,electronic-check,3,0
C001089,56,78.49,two-year,electronic-check,1,0
C001090,53,110.57,one-year,bank-transfer,0,0
C001091,60,115.28,month-to-month,credit-card,5,0
C001092,11,88.5,two-year,bank-transfer,4,0
C001093,63,83.2,month-to-month,credit-card,0,1
C001094,56,91.27,month-to-month,electronic-check,3,0
C001095,1,85.78,month-to-month,credit-card,0,0
C001096,30,53.67,two-year,credit-card,0,0
C001097,38,50.57,month-to-month,electronic-check,0,1
C001098,9,119.56,month-to-month,bank-transfer,0,1
C001099,23,81.62,two-year,electronic-check,0,0
C001100,16,72.28,one-year,bank-transfer,0,0
C001101,56,112.55,one-year,bank-transfer,3,0
C001102,49,59.32,one-year,electronic-check,0,0
C001103,58,46.25,month-to-month,credit-card,0,0
C001104,36,56.14,one-year,electronic-check,0,0
C001105,35,109.74,one-year,credit-card,0,1
C001106,5,81.39,month-to-month,electronic-check,2,1
C001107,57,91.03,one-year,credit-card,0,0
C001108,65,91.59,month-to-month,credit-card,1,1
C001109,61,28.87,one-year,credit-card,0,1
C001110,12,75.28,month-to-month,electronic-check,0,0
C001111,54,64.11,month-to-month,electronic-check,0,1
C001112,13,74.31,month-to-month,electronic-check,0,0
C001113,15,30.04,two-year,credit-card,0,0
C001114,36,87.76,month-to-month,bank-transfer,0,0
C001115,59,78.57,one-year,bank-transfer,0,1
C001116,11,29.41,two-year,electronic-check,0,0
C001117,41,70.88,month-to-month,electronic-check,0,1
C001118,53,111.38,one-year,electronic-check,0,0
C001119,56,114.33,two-year,bank-transfer,3,0
C001120,18,119.75,two-year,electronic-check,0,0
C001121,33,106.33,two-year,credit-card,0,1
C001122,25,59.92,two-year,credit-card,1,0
C001123,14,38.44,month-to-month,electronic-check,0,1
C001124,25,115.81,two-year,bank-transfer,0,0
C001125,72,94.04,one-year,electronic-check,0,0
C001126,66,59.57,two-year,bank-transfer,3,0
C001127,72,66.56,two-year,credit-card,0,0
